CHORD_ROOT,CHORD_TYPE,FINGER_POSITIONS,CHORD_STRUCTURE,DIFFICULTY
E,m11,"0,1,3,0,2,4",1;b3;5;b7;9;11,advanced
E,m11,"0,3,1,0,0,0",1;b3;5;b7;9;11,advanced
E,m11,"0,1,4,0,x,x",1;b3;5;b7;9;11,advanced
E,m11,"0,x,x,1,2,1",1;b3;5;b7;9;11,advanced
E,add9,"0,2,4,1,0,0",1;3;5;9,intermediate
E,m,"0,2,3,0,0,0",1;b3;5,intermediate
E,m,"0,x,3,2,4,1",1;b3;5,intermediate
E,m,"0,1,3,4,2,1",1;b3;5,intermediate
E,m,"x,x,3,2,4,1",1;b3;5,intermediate
E,m,"x,1,3,4,2,1",1;b3;5,intermediate
E,m,"0,2,3,0,x,x",1;b3;5,intermediate
E,m,"0,x,x,x,2,1",1;b3;5,beginner
E,m,"x,x,x,3,2,1",1;b3;5,beginner
E,m,"x,3,1,x,x,x",1;b3;5,beginner
E,m,"x,1,3,2,4,x",1;b3;5,intermediate
E,m,"x,x,3,4,2,1",1;b3;5,intermediate
E,m,"x,2,x,0,4,x",1;b3;5,beginner
E,m,"0,1,4,0,0,0",1;b3;5,intermediate
E,m,"x,x,2,0,0,0",1;b3;5,intermediate
E,m,"x,x,x,0,0,0",1;b3;5,beginner
E,m,"x,x,2,1,3,0",1;b3;5,intermediate
E,m,"0,2,3,0,0,4",1;b3;5,intermediate
E,m,"4,2,3,0,0,0",1;b3;5,intermediate
E,m,"1,1,3,4,2,1",1;b3;5,intermediate
E,7b5,"0,1,0,2,x,0",1;3;b5;b7,advanced
E,7b5,"0,1,2,1,3,x",1;3;b5;b7,advanced
E,7b5,"0,x,2,4,1,3",1;3;b5;b7,advanced
E,m7,"0,2,0,0,4,0",1;b3;5;b7,advanced
E,m7,"0,x,3,2,1,0",1;b3;5;b7,advanced
E,m7,"0,1,3,1,2,1",1;b3;5;b7,advanced
E,m7,"0,2,0,0,0,0",1;b3;5;b7,advanced
E,m7,"0,1,2,0,4,0",1;b3;5;b7,advanced
E,m7,"x,x,1,0,3,4",1;b3;5;b7,advanced
E,m7,"2,x,3,3,x,x",1;b3;5;b7,intermediate
E,m7,"2,x,3,3,3,x",1;b3;5;b7,advanced
E,m7,"x,2,1,3,x,x",1;b3;5;b7,intermediate
E,m7,"x,2,1,3,4,x",1;b3;5;b7,advanced
E,m7,"2,x,3,3,3,3",1;b3;5;b7,advanced
E,m7,"1,3,1,1,1,1",1;b3;5;b7,advanced
E,m7,"x,1,3,1,2,1",1;b3;5;b7,advanced
E,m7,"x,2,x,3,4,x",1;b3;5;b7,intermediate
E,m7,"x,x,1,1,1,1",1;b3;5;b7,advanced
E,m7,"x,x,1,3,2,2",1;b3;5;b7,advanced
E,m7,"0,1,0,0,3,4",1;b3;5;b7,advanced
E,m7,"0,x,x,1,3,2",1;b3;5;b7,advanced
E,m7,"x,x,2,0,4,0",1;b3;5;b7,advanced
E,m7,"x,x,1,3,1,4",1;b3;5;b7,advanced
E,m7,"2,x,1,4,3,x",1;b3;5;b7,advanced
E,dim,"0,1,3,0,x,0",1;b3;b5,intermediate
E,dim,"x,x,1,2,4,3",1;b3;b5,intermediate
E,dim,"x,1,2,4,3,x",1;b3;b5,intermediate
E,dim,"x,x,3,1,4,x",1;b3;b5,beginner
E,dim,"x,3,1,x,x,x",1;b3;b5,beginner
E,dim,"0,1,2,x,x,x",1;b3;b5,beginner
E,dim,"x,1,2,3,x,x",1;b3;b5,beginner
E,6,"0,2,3,1,4,0",1;3;5;6,intermediate
E,6,"x,4,2,3,1,x",1;3;5;6,intermediate
E,6,"x,1,3,3,3,3",1;3;5;6,intermediate
E,6,"x,1,4,x,x,x",1;3;5;6,beginner
E,6,"0,3,x,x,x,x",1;3;5;6,beginner
E,6,"0,2,3,1,4,x",1;3;5;6,intermediate
E,6,"0,x,3,3,3,3",1;3;5;6,intermediate
E,6,"x,x,3,2,4,1",1;3;5;6,intermediate
E,6,"x,x,3,3,3,3",1;3;5;6,intermediate
E,7(#5),"0,x,0,2,3,0",1;3;#5;b7,advanced
E,7(#5),"0,1,2,1,1,x",1;3;#5;b7,advanced
E,7(#5),"0,1,4,1,3,2",1;3;#5;b7,advanced
E,7(#5),"0,x,0,1,1,x",1;3;#5;b7,advanced
E,7(#5),"0,x,1,3,4,2",1;3;#5;b7,advanced
E,7(#5),"0,x,x,1,4,2",1;3;#5;b7,advanced
E,7sus4,"0,2,0,3,0,0",1;4;5;b7,advanced
E,7sus4,"0,x,1,3,2,4",1;4;5;b7,advanced
E,7sus4,"0,1,3,1,4,1",1;4;5;b7,advanced
E,maj7,"0,3,1,2,0,0",1;3;5;7,advanced
E,maj7,"0,4,3,1,1,1",1;3;5;7,advanced
E,maj7,"0,1,3,2,4,1",1;3;5;7,advanced
E,maj7,"x,1,3,2,4,x",1;3;5;7,advanced
E,maj7,"0,x,3,2,0,0",1;3;5;7,advanced
E,maj7,"0,1,3,4,0,0",1;3;5;7,advanced
E,maj7,"x,1,1,4,4,4",1;3;5;7,advanced
E,maj7,"x,1,3,2,4,1",1;3;5;7,advanced
E,5,"x,1,3,x,x,x",1;5,beginner
E,5,"1,3,x,x,x,x",1;5,beginner
E,5,"x,1,3,4,x,x",1;5,beginner
E,5,"0,2,x,x,x,x",1;5,beginner
E,5,"0,2,3,x,0,0",1;5,intermediate
E,5,"0,2,2,x,x,x",1;5,beginner
E,5,"0,1,3,4,0,0",1;5,intermediate
E,5,"0,1,3,4,x,x",1;5,intermediate
E,5,"0,1,1,3,4,x",1;5,intermediate
E,5,"x,x,1,1,x,x",1;5,beginner
E,5,"x,x,1,3,4,x",1;5,beginner
E,5,"0,1,3,x,x,x",1;5,beginner
E,5,"1,3,4,x,x,x",1;5,beginner
E,5,"1,1,3,x,x,x",1;5,beginner
E,7(#11),"x,1,3,1,x,x",1;3;5;b7;#11,advanced
E,7(#11),"x,x,x,1,3,2",1;3;5;b7;#11,advanced
E,m6,"0,2,3,0,4,0",1;b3;5;6,advanced
E,m6,"0,3,1,2,1,x",1;b3;5;6,advanced
E,m6,"0,1,x,3,2,4",1;b3;5;6,advanced
E,m6/9,"0,1,4,0,2,0",1;b3;5;6;9,advanced
E,7(b9),"0,x,0,1,0,2",1;3;5;b7;b9,advanced
E,7(b9),"0,2,1,3,1,x",1;3;5;b7;b9,advanced
E,7(b9),"0,2,3,1,0,0",1;3;5;b7;b9,advanced
E,7(b9),"x,2,1,3,1,x",1;3;5;b7;b9,advanced
E,7(b9),"0,2,3,1,4,0",1;3;5;b7;b9,advanced
E,7(b9),"0,x,1,3,2,x",1;3;5;b7;b9,advanced
E,m9,"0,1,2,0,4,3",1;b3;5;b7;9,advanced
E,m9,"0,2,1,3,4,0",1;b3;5;b7;9,advanced
E,m9,"0,1,3,2,4,0",1;b3;5;b7;9,advanced
E,m9,"0,1,0,0,0,3",1;b3;5;b7;9,advanced
E,m9,"x,2,1,3,4,x",1;b3;5;b7;9,advanced
E,m9,"0,1,3,2,0,0",1;b3;5;b7;9,advanced
E,m9,"0,1,3,0,2,0",1;b3;5;b7;9,advanced
E,13(b9),"0,x,x,1,3,2",1;3;5;b7;b9;11;13,advanced
E,sus4,"0,1,2,3,0,0",1;4;5,intermediate
E,sus4,"0,3,4,1,2,0",1;4;5,intermediate
E,sus4,"0,x,1,1,2,4",1;4;5,intermediate
E,sus4,"x,1,3,3,4,x",1;4;5,intermediate
E,sus4,"x,x,2,3,0,0",1;4;5,intermediate
E,sus4,"0,0,x,x,0,x",1;4;5,beginner
E,sus4,"0,0,x,x,0,0",1;4;5,intermediate
E,6-Sep,"0,x,2,1,3,4",1;3;5;6;9,advanced
E,6-Sep,"0,2,1,1,3,4",1;3;5;6;9,advanced
E,6-Sep,"0,1,1,1,2,3",1;3;5;6;9,advanced
F,9(#5),"x,x,1,2,2,4",1;3;#5;b7;9,advanced
F,13,"1,x,1,2,3,4",1;3;5;b7;9;11;13,advanced
F,13,"x,2,1,3,3,4",1;3;5;b7;9;11;13,advanced
F,13,"3,x,4,2,1,1",1;3;5;b7;9;11;13,advanced
F,13,"1,x,2,3,4,x",1;3;5;b7;9;11;13,advanced
F,13,"x,1,2,3,4,x",1;3;5;b7;9;11;13,advanced
F,13,"x,1,3,4,2,x",1;3;5;b7;9;11;13,advanced
F,13,"x,x,1,3,3,4",1;3;5;b7;9;11;13,advanced
F,7(#9),"1,3,1,2,1,4",1;3;5;b7;#9,advanced
F,7(#9),"x,x,2,1,3,4",1;3;5;b7;#9,advanced
F,7(#9),"x,2,1,3,4,x",1;3;5;b7;#9,advanced
F,7(#9),"x,x,1,2,4,3",1;3;5;b7;#9,advanced
F,9,"1,0,2,0,3,4",1;3;5;b7;9,advanced
F,9,"x,x,1,3,2,1",1;3;5;b7;9,advanced
F,9,"x,2,1,3,4,x",1;3;5;b7;9,advanced
F,9,"x,2,1,3,3,3",1;3;5;b7;9,advanced
F,9,"2,x,1,3,3,3",1;3;5;b7;9,advanced
F,9,"2,x,1,3,4,x",1;3;5;b7;9,advanced
F,9b5,"1,0,2,0,0,3",1;3;b5;b7;9,advanced
F,9b5,"x,x,1,2,3,1",1;3;b5;b7;9,advanced
F,9b5,"1,2,1,3,4,1",1;3;b5;b7;9,advanced
F,maj13,"1,x,2,3,4,x",1;3;5;7;9;11;13,advanced
F,maj13,"x,1,3,2,1,4",1;3;5;7;9;11;13,advanced
F,7,"1,3,1,2,4,1",1;3;5;b7,intermediate
F,7,"x,3,2,4,1,x",1;3;5;b7,intermediate
F,7,"x,1,3,1,4,1",1;3;5;b7,intermediate
F,7,"1,x,2,3,x,x",1;3;5;b7,beginner
F,7,"1,3,1,2,1,1",1;3;5;b7,intermediate
F,7,"x,x,3,2,4,1",1;3;5;b7,intermediate
F,7,"x,x,x,2,1,3",1;3;5;b7,beginner
F,7,"x,2,1,3,x,x",1;3;5;b7,beginner
F,7,"x,2,1,3,x,4",1;3;5;b7,intermediate
F,7,"x,1,3,1,x,x",1;3;5;b7,beginner
F,7,"x,x,1,3,2,4",1;3;5;b7,intermediate
F,dim7,"2,4,1,3,x,x",1;b3;b5;bb7,advanced
F,dim7,"x,2,3,1,4,x",1;b3;b5;bb7,advanced
F,dim7,"x,x,1,3,2,4",1;b3;b5;bb7,advanced
F,dim7,"x,2,3,1,4,x",1;b3;b5;bb7,advanced
F,dim7,"x,x,1,3,2,4",1;b3;b5;bb7,advanced
F,aug,"x,3,2,1,1,x",1;3;#5,advanced
F,aug,"4,3,2,1,x,x",1;3;#5,advanced
F,aug,"x,x,4,2,3,1",1;3;#5,advanced
F,maj,"1,3,4,2,1,1",1;3;5,intermediate
F,maj,"x,4,3,1,2,1",1;3;5,intermediate
F,maj,"x,1,3,3,3,x",1;3;5,intermediate
F,maj,"x,x,3,2,1,1",1;3;5,intermediate
F,maj,"x,3,4,2,1,1",1;3;5,intermediate
F,maj,"x,x,1,2,4,3",1;3;5,intermediate
F,maj,"x,1,x,x,4,x",1;3;5,beginner
F,maj,"x,1,2,3,4,1",1;3;5,intermediate
F,maj,"x,x,x,2,1,1",1;3;5,beginner
F,maj,"x,x,x,3,4,1",1;3;5,beginner
F,maj,"2,x,1,3,4,x",1;3;5,intermediate
F,maj,"x,x,3,2,1,x",1;3;5,beginner
F,maj,"x,3,1,1,1,x",1;3;5,intermediate
F,maj,"x,x,3,1,2,x",1;3;5,beginner
F,maj,"1,3,4,2,x,x",1;3;5,intermediate
F,maj,"x,x,x,1,3,2",1;3;5,beginner
F,11,"x,x,1,1,2,1",1;3;5;b7;9;11,advanced
F,11,"x,1,1,1,1,1",1;3;5;b7;9;11,advanced
F,11,"3,x,4,2,1,1",1;3;5;b7;9;11,advanced
F,maj9,"1,0,4,0,2,0",1;3;5;7;9,advanced
F,maj9,"x,4,1,1,1,1",1;3;5;7;9,advanced
F,maj9,"x,2,1,4,3,x",1;3;5;7;9,advanced
F,maj9,"x,3,2,0,1,0",1;3;5;7;9,advanced
F,maj9,"x,3,3,0,1,0",1;3;5;7;9,advanced
F,sus2,"x,1,3,4,1,1",1;2;5,intermediate
F,sus2,"1,3,4,0,x,x",1;2;5,intermediate
F,sus2,"x,3,4,0,1,1",1;2;5,intermediate
F,m11,"2,x,3,4,1,x",1;b3;5;b7;9;11,advanced
F,m11,"x,1,1,1,2,1",1;b3;5;b7;9;11,advanced
F,m11,"x,2,1,3,4,1",1;b3;5;b7;9;11,advanced
F,m11,"x,1,4,1,2,1",1;b3;5;b7;9;11,advanced
F,m11,"x,x,1,3,2,4",1;b3;5;b7;9;11,advanced
F,m11,"x,2,1,3,1,1",1;b3;5;b7;9;11,advanced
F,add9,"x,1,x,0,4,x",1;3;5;9,beginner
F,add9,"x,3,4,0,1,1",1;3;5;9,intermediate
F,add9,"x,x,3,2,1,4",1;3;5;9,intermediate
F,m7b5,"x,1,3,2,4,x",1;b3;b5;b7,advanced
F,m7b5,"x,2,x,3,4,1",1;b3;b5;b7,advanced
F,m7b5,"1,x,2,3,0,x",1;b3;b5;b7,advanced
F,m,"1,3,4,1,1,1",1;b3;5,intermediate
F,m,"x,x,1,3,4,2",1;b3;5,intermediate
F,m,"x,1,3,4,2,1",1;b3;5,intermediate
F,m,"x,x,3,1,1,1",1;b3;5,intermediate
F,m,"x,3,4,1,1,1",1;b3;5,intermediate
F,m,"x,x,x,3,2,1",1;b3;5,beginner
F,m,"x,4,2,1,3,x",1;b3;5,intermediate
F,m,"4,2,1,1,x,x",1;b3;5,intermediate
F,m,"x,x,x,2,3,1",1;b3;5,beginner
F,7b5,"1,3,2,4,x,x",1;3;b5;b7,advanced
F,7b5,"x,x,1,2,3,4",1;3;b5;b7,advanced
F,7b5,"x,1,2,1,3,x",1;3;b5;b7,advanced
F,m7,"1,3,1,1,4,1",1;b3;5;b7,advanced
F,m7,"x,x,1,4,2,3",1;b3;5;b7,advanced
F,m7,"x,1,3,1,2,1",1;b3;5;b7,advanced
F,m7,"2,x,3,3,3,x",1;b3;5;b7,advanced
F,m7,"2,x,3,3,x,x",1;b3;5;b7,intermediate
F,m7,"x,2,1,3,4,x",1;b3;5;b7,advanced
F,m7,"x,2,1,3,x,x",1;b3;5;b7,intermediate
F,m7,"x,1,x,2,3,x",1;b3;5;b7,intermediate
F,dim,"1,2,3,1,x,x",1;b3;b5,intermediate
F,dim,"x,x,1,2,4,3",1;b3;b5,intermediate
F,dim,"x,1,2,3,4,x",1;b3;b5,intermediate
F,dim,"x,x,3,1,4,x",1;b3;b5,beginner
F,dim,"3,1,x,x,x,x",1;b3;b5,beginner
F,dim,"1,2,x,x,x,x",1;b3;b5,beginner
F,dim,"1,2,3,x,x,x",1;b3;b5,beginner
F,6,"1,x,3,2,4,1",1;3;5;6,intermediate
F,6,"x,4,2,3,1,x",1;3;5;6,intermediate
F,6,"x,1,3,3,3,3",1;3;5;6,intermediate
F,6,"x,x,3,2,4,1",1;3;5;6,intermediate
F,6,"x,2,1,1,x,x",1;3;5;6,beginner
F,6,"x,x,3,3,3,3",1;3;5;6,intermediate
F,7(#5),"1,x,1,2,3,1",1;3;#5;b7,advanced
F,7(#5),"x,1,2,1,1,x",1;3;#5;b7,advanced
F,7(#5),"x,1,4,1,3,2",1;3;#5;b7,advanced
F,7(#5),"1,x,2,3,4,x",1;3;#5;b7,advanced
F,7sus4,"1,3,1,4,1,1",1;4;5;b7,advanced
F,7sus4,"x,2,3,4,1,x",1;4;5;b7,advanced
F,7sus4,"x,1,3,1,4,1",1;4;5;b7,advanced
F,maj7,"1,x,4,3,2,0",1;3;5;7,advanced
F,maj7,"0,4,3,1,1,1",1;3;5;7,advanced
F,maj7,"0,1,3,2,4,1",1;3;5;7,advanced
F,maj7,"1,x,3,4,2,x",1;3;5;7,advanced
F,maj7,"x,1,3,2,4,x",1;3;5;7,advanced
F,maj7,"1,3,4,2,1,0",1;3;5;7,advanced
F,maj7,"x,x,1,1,1,3",1;3;5;7,advanced
F,maj7,"x,x,x,2,1,0",1;3;5;7,intermediate
F,maj7,"x,x,3,2,1,0",1;3;5;7,advanced
F,maj7,"x,1,3,2,x,x",1;3;5;7,intermediate
F,maj7,"1,x,3,4,x,x",1;3;5;7,intermediate
F,maj7,"x,1,3,2,4,1",1;3;5;7,advanced
F,maj7,"x,3,4,2,1,0",1;3;5;7,advanced
F,maj7,"x,1,1,4,4,4",1;3;5;7,advanced
F,maj7,"x,2,1,3,4,x",1;3;5;7,advanced
F,5,"1,3,x,x,x,x",1;5,beginner
F,5,"x,1,3,4,x,x",1;5,beginner
F,5,"1,3,4,x,x,x",1;5,beginner
F,5,"x,x,x,x,1,3",1;5,beginner
F,5,"x,1,3,x,x,x",1;5,beginner
F,5,"x,1,1,x,x,x",1;5,beginner
F,5,"x,x,1,3,4,x",1;5,beginner
F,5,"x,x,x,1,2,4",1;5,beginner
F,5,"x,x,1,3,x,x",1;5,beginner
F,5,"1,1,3,x,x,x",1;5,beginner
F,7(#11),"x,1,3,1,x,x",1;3;5;b7;#11,advanced
F,7(#11),"1,x,2,3,0,x",1;3;5;b7;#11,advanced
F,m6,"1,x,3,1,4,1",1;b3;5;6,advanced
F,m6,"x,3,1,2,1,x",1;b3;5;6,advanced
F,m6,"x,1,x,3,2,4",1;b3;5;6,advanced
F,7(b9),"1,x,1,2,1,3",1;3;5;b7;b9,advanced
F,7(b9),"x,x,2,1,3,1",1;3;5;b7;b9,advanced
F,7(b9),"x,2,1,3,1,x",1;3;5;b7;b9,advanced
F,7(b9),"x,x,1,2,1,3",1;3;5;b7;b9,advanced
F,7(b9),"x,x,1,3,2,4",1;3;5;b7;b9,advanced
F,7(b9),"1,x,2,3,x,4",1;3;5;b7;b9,advanced
F,m9,"1,3,1,1,1,4",1;b3;5;b7;9,advanced
F,m9,"x,x,1,3,2,1",1;b3;5;b7;9,advanced
F,m9,"x,2,1,3,4,x",1;b3;5;b7;9,advanced
F,13(b9),"x,1,3,3,3,x",1;3;5;b7;b9;11;13,advanced
F,sus4,"1,1,3,4,1,1",1;4;5,intermediate
F,sus4,"x,3,4,1,2,x",1;4;5,intermediate
F,sus4,"x,1,2,3,4,1",1;4;5,intermediate
F,6-Sep,"1,0,0,0,2,3",1;3;5;6;9,advanced
F,6-Sep,"x,x,2,1,3,4",1;3;5;6;9,advanced
F,6-Sep,"x,2,1,1,3,4",1;3;5;6;9,advanced
F,6-Sep,"x,2,1,1,3,x",1;3;5;6;9,advanced
F,6-Sep,"1,3,0,0,x,x",1;3;5;6;9,advanced
F,6-Sep,"1,2,0,0,3,4",1;3;5;6;9,advanced
G,13,"3,x,4,2,0,0",1;3;5;b7;9;11;13,advanced
G,13,"1,x,1,2,3,4",1;3;5;b7;9;11;13,advanced
G,13,"x,2,1,3,3,4",1;3;5;b7;9;11;13,advanced
G,13,"1,x,2,3,4,x",1;3;5;b7;9;11;13,advanced
G,13,"1,3,1,2,4,1",1;3;5;b7;9;11;13,advanced
G,13,"1,3,1,2,4,4",1;3;5;b7;9;11;13,advanced
G,13,"x,x,1,2,3,4",1;3;5;b7;9;11;13,advanced
G,13,"x,x,1,2,3,1",1;3;5;b7;9;11;13,advanced
G,13,"x,x,1,2,2,4",1;3;5;b7;9;11;13,advanced
G,13,"x,1,3,4,2,x",1;3;5;b7;9;11;13,advanced
G,13,"x,x,3,0,0,0",1;3;5;b7;9;11;13,advanced
G,13,"x,1,3,2,4,0",1;3;5;b7;9;11;13,advanced
G,7(#9),"2,1,3,3,3,3",1;3;5;b7;#9,advanced
G,7(#9),"1,3,1,2,1,4",1;3;5;b7;#9,advanced
G,7(#9),"x,2,1,3,4,x",1;3;5;b7;#9,advanced
G,9,"x,1,3,2,4,x",1;3;5;b7;9,advanced
G,9,"x,x,2,1,3,4",1;3;5;b7;9,advanced
G,9,"x,2,1,3,4,x",1;3;5;b7;9,advanced
G,9,"x,2,1,3,3,3",1;3;5;b7;9,advanced
G,9,"x,x,1,2,1,4",1;3;5;b7;9,advanced
G,9,"1,3,1,2,1,4",1;3;5;b7;9,advanced
G,9,"x,x,1,3,2,1",1;3;5;b7;9,advanced
G,9,"x,x,3,2,1,4",1;3;5;b7;9,advanced
G,9,"x,x,1,2,2,2",1;3;5;b7;9,advanced
G,9,"3,x,0,2,0,1",1;3;5;b7;9,advanced
G,9b5,"2,1,3,1,1,4",1;3;b5;b7;9,advanced
G,9b5,"x,x,1,2,3,1",1;3;b5;b7;9,advanced
G,9b5,"1,2,1,3,4,1",1;3;b5;b7;9,advanced
G,7,"3,2,0,0,0,1",1;3;5;b7,intermediate
G,7,"1,3,1,2,4,1",1;3;5;b7,intermediate
G,7,"x,3,2,4,1,x",1;3;5;b7,intermediate
G,7,"x,2,3,0,4,x",1;3;5;b7,intermediate
G,7,"2,1,3,0,0,4",1;3;5;b7,intermediate
G,7,"3,2,0,0,4,1",1;3;5;b7,intermediate
G,7,"3,2,4,0,0,1",1;3;5;b7,intermediate
G,7,"x,x,x,2,1,3",1;3;5;b7,beginner
G,7,"x,2,1,3,0,4",1;3;5;b7,intermediate
G,7,"x,x,3,2,4,1",1;3;5;b7,intermediate
G,7,"1,3,1,2,1,1",1;3;5;b7,intermediate
G,7,"x,x,1,3,2,4",1;3;5;b7,intermediate
G,7,"1,x,2,3,x,x",1;3;5;b7,beginner
G,7,"x,2,1,3,x,x",1;3;5;b7,beginner
G,7,"x,x,x,0,0,1",1;3;5;b7,beginner
G,7,"1,x,2,4,3,x",1;3;5;b7,intermediate
G,7,"x,1,2,4,3,x",1;3;5;b7,intermediate
G,7,"x,3,1,2,1,x",1;3;5;b7,intermediate
G,7,"3,x,1,4,2,x",1;3;5;b7,intermediate
G,7,"x,x,4,2,1,3",1;3;5;b7,intermediate
G,dim7,"2,4,1,3,x,x",1;b3;b5;bb7,advanced
G,dim7,"x,2,3,1,4,x",1;b3;b5;bb7,advanced
G,dim7,"x,x,1,3,2,4",1;b3;b5;bb7,advanced
G,dim7,"x,x,1,3,2,4",1;b3;b5;bb7,advanced
G,dim7,"x,3,1,2,x,x",1;b3;b5;bb7,intermediate
G,dim7,"2,x,1,3,x,x",1;b3;b5;bb7,intermediate
G,dim7,"x,x,1,3,2,4",1;b3;b5;bb7,advanced
G,dim7,"2,4,1,0,x,x",1;b3;b5;bb7,advanced
G,aug,"x,3,2,1,1,x",1;3;#5,advanced
G,aug,"4,3,2,1,x,x",1;3;#5,advanced
G,aug,"x,x,4,2,3,1",1;3;#5,advanced
G,aug,"x,x,x,2,3,1",1;3;#5,intermediate
G,aug,"x,x,2,1,1,x",1;3;#5,intermediate
G,aug,"x,3,2,1,x,x",1;3;#5,intermediate
G,aug,"3,2,1,x,x,x",1;3;#5,intermediate
G,aug,"x,x,x,2,3,1",1;3;#5,intermediate
G,aug,"x,x,2,1,1,x",1;3;#5,intermediate
G,aug,"x,3,2,1,x,x",1;3;#5,intermediate
G,aug,"x,x,x,2,3,1",1;3;#5,intermediate
G,aug,"x,x,2,1,1,x",1;3;#5,intermediate
G,aug,"x,3,2,1,x,x",1;3;#5,intermediate
G,aug,"3,2,1,x,x,x",1;3;#5,intermediate
G,aug,"3,2,1,x,x,x",1;3;#5,intermediate
G,m(maj9),"x,x,2,1,1,4",1;b3;5;7;9,advanced
G,maj,"2,1,0,0,0,3",1;3;5,intermediate
G,maj,"1,3,4,2,1,1",1;3;5,intermediate
G,maj,"x,4,3,1,2,1",1;3;5,intermediate
G,maj,"x,x,x,0,0,3",1;3;5,beginner
G,maj,"2,1,0,0,3,4",1;3;5,intermediate
G,maj,"x,x,x,1,2,1",1;3;5,beginner
G,maj,"1,3,4,2,x,x",1;3;5,intermediate
G,maj,"x,1,3,3,3,x",1;3;5,intermediate
G,maj,"3,2,0,x,x,x",1;3;5,beginner
G,maj,"2,x,0,0,0,4",1;3;5,intermediate
G,maj,"x,x,3,2,1,1",1;3;5,intermediate
G,maj,"x,1,0,0,3,4",1;3;5,intermediate
G,maj,"2,1,x,x,x,x",1;3;5,beginner
G,maj,"x,1,4,x,x,x",1;3;5,beginner
G,maj,"x,1,0,0,0,4",1;3;5,intermediate
G,maj,"x,1,3,3,3,1",1;3;5,intermediate
G,maj,"x,x,3,1,2,x",1;3;5,beginner
G,11,"3,x,4,2,1,1",1;3;5;b7;9;11,advanced
G,11,"x,x,1,1,2,1",1;3;5;b7;9;11,advanced
G,11,"x,1,1,1,1,1",1;3;5;b7;9;11,advanced
G,maj9,"2,1,4,1,3,x",1;3;5;7;9,advanced
G,maj9,"x,x,4,1,2,1",1;3;5;7;9,advanced
G,maj9,"x,2,1,4,3,x",1;3;5;7;9,advanced
G,sus2,"x,1,3,4,1,x",1;2;5,intermediate
G,sus2,"x,4,1,1,x,x",1;2;5,beginner
G,m11,"2,x,3,4,1,x",1;b3;5;b7;9;11,advanced
G,m11,"x,1,1,1,2,4",1;b3;5;b7;9;11,advanced
G,m11,"x,1,1,1,2,1",1;b3;5;b7;9;11,advanced
G,m11,"x,x,2,3,1,x",1;b3;5;b7;9;11,advanced
G,m11,"x,2,1,3,4,1",1;b3;5;b7;9;11,advanced
G,m11,"x,2,1,3,4,1",1;b3;5;b7;9;11,advanced
G,add9,"x,x,3,2,1,4",1;3;5;9,intermediate
G,add9,"2,x,0,1,0,x",1;3;5;9,intermediate
G,m,"1,3,4,1,1,1",1;b3;5,intermediate
G,m,"x,x,1,3,4,2",1;b3;5,intermediate
G,m,"x,1,3,4,2,1",1;b3;5,intermediate
G,7b5,"1,3,2,4,x,x",1;3;b5;b7,advanced
G,7b5,"x,x,1,2,3,4",1;3;b5;b7,advanced
G,7b5,"x,1,2,1,3,x",1;3;b5;b7,advanced
G,m7,"1,3,1,1,4,1",1;b3;5;b7,advanced
G,m7,"x,x,1,4,2,3",1;b3;5;b7,advanced
G,m7,"x,1,3,1,2,1",1;b3;5;b7,advanced
G,m7,"2,x,3,3,x,x",1;b3;5;b7,intermediate
G,m7,"2,x,3,3,3,x",1;b3;5;b7,advanced
G,m7,"1,3,1,1,1,1",1;b3;5;b7,advanced
G,m7,"x,2,1,3,4,x",1;b3;5;b7,advanced
G,m7,"2,x,x,3,4,1",1;b3;5;b7,advanced
G,dim,"x,x,4,3,1,2",1;b3;b5,intermediate
G,dim,"x,x,1,2,4,3",1;b3;b5,intermediate
G,dim,"x,1,2,4,3,x",1;b3;b5,intermediate
G,dim,"x,x,3,1,4,x",1;b3;b5,beginner
G,dim,"x,x,x,2,1,3",1;b3;b5,beginner
G,dim,"x,x,4,2,1,x",1;b3;b5,beginner
G,dim,"x,2,3,1,x,x",1;b3;b5,beginner
G,dim,"3,1,2,x,x,x",1;b3;b5,beginner
G,dim,"x,x,x,1,3,1",1;b3;b5,beginner
G,dim,"x,4,2,1,x,x",1;b3;b5,beginner
G,dim,"2,3,1,x,x,x",1;b3;b5,beginner
G,dim,"x,x,x,3,2,1",1;b3;b5,beginner
G,dim,"x,x,1,3,2,x",1;b3;b5,beginner
G,dim,"x,3,1,2,x,x",1;b3;b5,beginner
G,dim,"4,2,1,x,x,x",1;b3;b5,beginner
G,6,"1,2,0,0,0,0",1;3;5;6,intermediate
G,6,"1,x,3,2,4,1",1;3;5;6,intermediate
G,6,"x,4,2,3,1,x",1;3;5;6,intermediate
G,6,"x,x,x,2,1,0",1;3;5;6,beginner
G,6,"1,3,4,2,0,0",1;3;5;6,intermediate
G,6,"x,x,3,2,1,0",1;3;5;6,intermediate
G,6,"x,x,0,0,3,0",1;3;5;6,intermediate
G,6,"x,3,2,0,1,0",1;3;5;6,intermediate
G,6,"x,x,3,2,3,1",1;3;5;6,intermediate
G,6,"x,x,x,0,0,0",1;3;5;6,beginner
G,6,"2,1,0,0,3,0",1;3;5;6,intermediate
G,6,"2,x,1,4,3,x",1;3;5;6,intermediate
